id,include_base_amount,active,long_description,child_tax_ids/id,children_tax_ids/id,analytic,price_include,code,description,amount_type,name,account_id/id,sequence,show_description,amount,refund_account_id/id,type_tax_use,tax_adjustment,company_id/id,tag_ids/id
l10n_lt.1_account_tax_pvm51,False,True,Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 9 proc. PVM tarifas (PVMĮ 19 str. 3 dalis),,,False,False,PVM2,9%,Percentage of Price,Pirkimas Šalies Teritorijoje (9%) - Atskaitoma,l10n_lt.1_account_246,2,True,9,l10n_lt.1_account_246,Pirkimai,False,base.main_company,"l10n_lt.tax35,l10n_lt.tax25"
l10n_lt.1_account_tax_pvm52,False,True,Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 9 proc. PVM tarifas (PVMĮ 19 str. 3 dalis),,,True,False,PVM2,9%,Percentage of Price,Pirkimas Šalies Teritorijoje (9%) - Neatskaitoma ,l10n_lt.1_account_484,9,True,9,l10n_lt.1_account_484,Pirkimai,False,base.main_company,l10n_lt.tax25
l10n_lt.1_account_tax_pvm53,False,True,"Importo PVM, kurio įskaitymą kontroliuoja VMI.",l10n_lt.1_account_tax_pvm85,,True,False,PVM24,21%,Percentage of Price,"Importo PVM, VMI (21%) - Neatskaitomas",l10n_lt.1_account_484,29,False,21,l10n_lt.1_account_484,Pirkimai,False,base.main_company,l10n_lt.tax27
l10n_lt.1_account_tax_pvm54,False,True,"Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 5 proc. PVM tarifas (PVMĮ 19 str. 4, 5 dalis)",,,True,False,PVM3,5%,Percentage of Price,Pirkimas Šalies Teritorijoje (5%) - Neatskaitoma ,l10n_lt.1_account_484,43,True,5,l10n_lt.1_account_484,Pirkimai,False,base.main_company,l10n_lt.tax25
l10n_lt.1_account_tax_pvm55,False,True,"Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 5 proc. PVM tarifas (PVMĮ 19 str. 4, 5 dalis)",,,False,False,PVM3,5%,Percentage of Price,Pirkimas Šalies Teritorijoje (5%) - Atskaitoma,l10n_lt.1_account_246,3,True,5,l10n_lt.1_account_246,Pirkimai,False,base.main_company,"l10n_lt.tax35,l10n_lt.tax25"
l10n_lt.1_account_tax_pvm56,False,True,"Importo PVM, kurio įskaitymą kontroliuoja VMI.",l10n_lt.1_account_tax_pvm86,,True,False,PVM24,9%,Percentage of Price,"Importo PVM, VMI (9%) - Neatskaitomas",l10n_lt.1_account_484,31,False,9,l10n_lt.1_account_484,Pirkimai,False,base.main_company,l10n_lt.tax27
l10n_lt.1_account_tax_pvm57,False,True,,,,True,False,PVM23,5%,Percentage of Price,Sumokėtas Importo PVM (5%) - Neatskaitomas,l10n_lt.1_account_484,32,False,5,l10n_lt.1_account_484,Pirkimai,False,base.main_company,l10n_lt.tax26
l10n_lt.1_account_tax_pvm58,False,True,"Iš ES PVM mokėtojų įsigytos paslaugos, kurių pardavimo PVM apskaičiuoja pirkėjas (PVMĮ 95 str. 2 d.)",l10n_lt.1_account_tax_pvm60,,False,False,PVM21,21%,Percentage of Price,Paslaugų Pirkimas ES (21%) - Atskaitoma,l10n_lt.1_account_248,4,True,21,l10n_lt.1_account_248,Pirkimai,False,base.main_company,"l10n_lt.tax23,l10n_lt.tax24,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax32"
l10n_lt.1_account_tax_pvm59,False,True,"Iš ES PVM mokėtojų įsigytos paslaugos, kurių pardavimo PVM apskaičiuoja pirkėjas (PVMĮ 95 str. 2 d.)",l10n_lt.1_account_tax_pvm60,,True,False,PVM21,21%,Percentage of Price,Paslaugų Pirkimas ES (21%) - Neatskaitoma,l10n_lt.1_account_484,33,True,21,l10n_lt.1_account_484,Pirkimai,False,base.main_company,"l10n_lt.tax23,l10n_lt.tax24,l10n_lt.tax25,l10n_lt.tax32"
l10n_lt.1_account_tax_pvm6,False,True,"Importo PVM, kurio įskaitymą kontroliuoja VMI.",l10n_lt.1_account_tax_pvm86,,False,False,PVM24,9%,Percentage of Price,"Importo PVM, VMI (9%) - Atskaitomas",l10n_lt.1_account_247,15,False,9,l10n_lt.1_account_247,Pirkimai,False,base.main_company,"l10n_lt.tax35,l10n_lt.tax27"
l10n_lt.1_account_tax_pvm60,False,True,PVM atėmimas (-21%),,,False,False,A21,"-21,00 %",Percentage of Price,PVM atėmimas (-21%),l10n_lt.1_account_399,44,False,-21,l10n_lt.1_account_399,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm61,False,True,PVM atėmimas (-9%),,,False,False,A9,"-9,00 %",Percentage of Price,PVM atėmimas (-9%),l10n_lt.1_account_399,45,False,-9,l10n_lt.1_account_399,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm62,False,True,,l10n_lt.1_account_tax_pvm60,,False,False,PVM16,21%,Percentage of Price,Prekių Pirkimas ES (21%) - Atskaitoma,l10n_lt.1_account_248,46,True,21,l10n_lt.1_account_248,Pirkimai,False,base.main_company,"l10n_lt.tax21,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax34"
l10n_lt.1_account_tax_pvm63,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,True,False,PVM30,9%,Percentage of Price,IMT pasigaminimas (9%) - Neatskaitoma,l10n_lt.1_account_484,21,True,9,l10n_lt.1_account_484,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax25,l10n_lt.tax30"
l10n_lt.1_account_tax_pvm63p,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,True,True,PVM30,9%,Percentage of Price,IMT pasigaminimas (9%) - Neatskaitoma su PVM,l10n_lt.1_account_484,21,True,9,l10n_lt.1_account_484,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax25,l10n_lt.tax30"
l10n_lt.1_account_tax_pvm64,False,True,"Iš ES PVM mokėtojų įsigytos paslaugos, kurių pardavimo PVM apskaičiuoja pirkėjas (PVMĮ 95 str. 2 d.)",l10n_lt.1_account_tax_pvm28,,False,False,PVM40,5%,Percentage of Price,Paslaugų Pirkimas ES (5%) - Atskaitoma,l10n_lt.1_account_248,47,True,5,l10n_lt.1_account_248,Pirkimai,False,base.main_company,"l10n_lt.tax23,l10n_lt.tax24,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax32"
l10n_lt.1_account_tax_pvm68,False,True,"Atvejai, kai už šalies teritorijoje neįsikūrusio užsienio apmokestinamojo asmens šalies teritorijoje tiekiamas prekes ir / ar teikiamas paslaugas PVM apskaičiuoja ir sumoka pirkėjas (PVMĮ 95 str. 3, 4 ir 5 dalys)",,,True,False,PVM43,21%,Percentage of Price,Prekių Pirkimas Ne-ES (21%) - Neatskaitoma,l10n_lt.1_account_484,51,True,21,l10n_lt.1_account_484,Pirkimai,False,base.main_company,"l10n_lt.tax21,l10n_lt.tax25,l10n_lt.tax34"
l10n_lt.1_account_tax_pvm69,False,True,"Importo PVM, kurio įskaitymą kontroliuoja VMI.",l10n_lt.1_account_tax_pvm85,,False,False,PVM24,21%,Percentage of Price,"Importo PVM, VMI (21%) - Atskaitomas ",l10n_lt.1_account_247,36,False,21,l10n_lt.1_account_247,Pirkimai,False,base.main_company,"l10n_lt.tax35,l10n_lt.tax27"
l10n_lt.1_account_tax_pvm7,False,True,"Atvejai, kai iš kitų valstybių narių asmenų įsigytų prekių įsigijimas laikomas įvykusiu šalies teritorijoje (PVMĮ 41 ir 122 straipsniai)",,,True,False,PVM18,5%,Percentage of Price,Prekių Pirkimas ES (5%) - Neatskaitoma,l10n_lt.1_account_484,16,True,5,l10n_lt.1_account_484,Pirkimai,False,base.main_company,"l10n_lt.tax21,l10n_lt.tax25,l10n_lt.tax34"
l10n_lt.1_account_tax_pvm70,False,True,"Atvejai, kai už šalies teritorijoje neįsikūrusio užsienio apmokestinamojo asmens šalies teritorijoje tiekiamas prekes ir / ar teikiamas paslaugas PVM apskaičiuoja ir sumoka pirkėjas (PVMĮ 95 str. 3, 4 ir 5 dalys)",,,True,False,PVM44,9%,Percentage of Price,Prekių Pirkimas Ne-ES (9%) - Neatskaitoma,l10n_lt.1_account_484,52,True,9,l10n_lt.1_account_484,Pirkimai,False,base.main_company,"l10n_lt.tax21,l10n_lt.tax25,l10n_lt.tax34"
l10n_lt.1_account_tax_pvm71,False,True,"Atvejai, kai už šalies teritorijoje neįsikūrusio užsienio apmokestinamojo asmens šalies teritorijoje tiekiamas prekes ir / ar teikiamas paslaugas PVM apskaičiuoja ir sumoka pirkėjas (PVMĮ 95 str. 3, 4 ir 5 dalys)",,,False,False,PVM44,9%,Percentage of Price,Prekių Pirkimas Ne-ES (9%) - Atskaitoma,l10n_lt.1_account_247,53,True,9,l10n_lt.1_account_247,Pirkimai,False,base.main_company,"l10n_lt.tax21,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax34"
l10n_lt.1_account_tax_pvm72,False,True,"Atvejai, kai už šalies teritorijoje neįsikūrusio užsienio apmokestinamojo asmens šalies teritorijoje tiekiamas prekes ir / ar teikiamas paslaugas PVM apskaičiuoja ir sumoka pirkėjas (PVMĮ 95 str. 3, 4 ir 5 dalys)",,,True,False,PVM45,5%,Percentage of Price,Prekių Pirkimas Ne-ES (5%) - Neatskaitoma,l10n_lt.1_account_484,54,True,5,l10n_lt.1_account_484,Pirkimai,False,base.main_company,"l10n_lt.tax21,l10n_lt.tax25,l10n_lt.tax34"
l10n_lt.1_account_tax_pvm73,False,True,"Atvejai, kai iš kitų valstybių narių asmenų įsigytų prekių įsigijimas laikomas įvykusiu šalies teritorijoje (PVMĮ 41 ir 122 straipsniai)",,,False,False,PVM35,0%,Percentage of Price,Prekių Pirkimas ES (0%),l10n_lt.1_account_248,6,True,0,l10n_lt.1_account_248,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm74,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,False,False,PVM30,9%,Percentage of Price,IMT pasigaminimas (9%) - Atskaitoma,l10n_lt.1_account_248,22,True,9,l10n_lt.1_account_248,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax30"
l10n_lt.1_account_tax_pvm74p,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,False,True,PVM30,9%,Percentage of Price,IMT pasigaminimas (9%) - Atskaitoma su PVM,l10n_lt.1_account_248,22,True,9,l10n_lt.1_account_248,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax30"
l10n_lt.1_account_tax_pvm75,False,True,"Atvejai, kai už šalies teritorijoje neįsikūrusio užsienio apmokestinamojo asmens šalies teritorijoje tiekiamas prekes ir / ar teikiamas kitas paslaugas PVM pirkėjas neapskaičiuoja (PVMĮ 95 str. 3, 4 ir 5 dalys)",,,False,False,PVM46,0%,Percentage of Price,Prekių Pirkimas Ne-ES (0%),l10n_lt.1_account_246,7,True,0,l10n_lt.1_account_246,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm76,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,False,False,PVM31,5%,Percentage of Price,IMT pasigaminimas (5%) - Atskaitoma,l10n_lt.1_account_248,23,True,5,l10n_lt.1_account_248,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax31"
l10n_lt.1_account_tax_pvm76p,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,False,True,PVM31,5%,Percentage of Price,IMT pasigaminimas (5%) - Atskaitoma su PVM,l10n_lt.1_account_248,23,True,5,l10n_lt.1_account_248,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax35,l10n_lt.tax25,l10n_lt.tax31"
l10n_lt.1_account_tax_pvm77,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,True,False,PVM31,5%,Percentage of Price,IMT pasigaminimas (5%) - Neatskaitoma,l10n_lt.1_account_484,24,True,5,l10n_lt.1_account_484,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax25,l10n_lt.tax31"
l10n_lt.1_account_tax_pvm77p,False,True,PVM mokėtojo ilgalaikio materialiojo turto pasigaminimas ir nuosavybės teise priklausančio ar nepriklausančio pastato (statinio) esminis pagerinimas (PVMĮ 6 str.),,,True,True,PVM31,5%,Percentage of Price,IMT pasigaminimas (5%) - Neatskaitoma su PVM,l10n_lt.1_account_484,24,True,5,l10n_lt.1_account_484,Pardavimai,False,base.main_company,"l10n_lt.tax15,l10n_lt.tax25,l10n_lt.tax31"
l10n_lt.1_account_tax_pvm78,False,True,"Atvejai, kai iš kitų valstybių narių asmenų įsigytų prekių įsigijimas laikomas įvykusiu šalies teritorijoje (PVMĮ 41 ir 122 straipsniai)",,,False,False,PVM36,0,Percentage of Price,Prekių Pirkimas ES (Neapm.),,55,True,0,,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm79,False,True,Article 5. Private use of goods by a VAT payer,,,False,False,PVM29,0,Percentage of Price,Suvartojimas Privatiems Poreikiams (Neapm.),,25,True,0,,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm79p,False,True,Article 5. Private use of goods by a VAT payer,,,False,True,PVM29,0,Percentage of Price,Suvartojimas Privatiems Poreikiams (Neapm.) su PVM,,25,True,0,,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm8,False,True,,,,False,False,PVM19,0%,Percentage of Price,Trikampė Prekyba - Pirkimas,l10n_lt.1_account_246,17,True,0,l10n_lt.1_account_246,Pirkimai,False,base.main_company,l10n_lt.tax22
l10n_lt.1_account_tax_pvm80,False,True,"Atvejai, kai už šalies teritorijoje neįsikūrusio užsienio apmokestinamojo asmens šalies teritorijoje tiekiamas prekes ir / ar teikiamas kitas paslaugas PVM pirkėjas neapskaičiuoja (PVMĮ 95 str. 3, 4 ir 5 dalys)",,,False,False,PVM47,0,Percentage of Price,Prekių Pirkimas Ne-ES (Neapm.),,56,True,0,,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm81,False,True,"Iš ES PVM mokėtojų įsigytos paslaugos, kurių pardavimo PVM pirkėjas neapskaičiuoja (PVMĮ 95 str. 1 d. 3 p.)",,,False,False,PVM41,0%,Percentage of Price,Paslaugų Pirkimas ES (0%),,57,True,0,,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm82,False,True,"Iš ES PVM mokėtojų įsigytos paslaugos, kurių pardavimo PVM pirkėjas neapskaičiuoja (PVMĮ 95 str. 1 d. 2p.)",,,False,False,PVM42,0,Percentage of Price,Paslaugų Pirkimas ES (Neapm.),l10n_lt.1_account_246,8,True,0,l10n_lt.1_account_246,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm83,False,True,"Iš užsienio valstybių (išskyrus iš ES PVM mokėtojų) įsigytos paslaugos, kurių pardavimo PVM pirkėjas neskaičiuoja (PVMĮ 95 str. 1 d. 3 p.)",,,False,False,PVM38,0%,Percentage of Price,Paslaugų Pirkimas Ne-ES (0%),,58,True,0,,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm84,False,True,"Iš užsienio valstybių (išskyrus iš ES PVM mokėtojų) įsigytos paslaugos, kurių pardavimo PVM pirkėjas neskaičiuoja (PVMĮ 95 str. 1 d. 2 p.)",,,False,False,PVM39,0,Percentage of Price,Paslaugų Pirkimas Ne-ES (Neapm.),,59,True,0,,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm85,False,True,PVM atėmimas (-21%),,,False,False,A21,"-21,00 %",Percentage of Price,PVM atėmimas (-21%),l10n_lt.1_account_248,26,False,-21,l10n_lt.1_account_248,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm85p,False,True,PVM atėmimas (-21%),,,False,True,A21,"-21,00 %",Percentage of Price,PVM atėmimas (-21%) su PVM,l10n_lt.1_account_248,26,False,-21,l10n_lt.1_account_248,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm86,False,True,PVM Atėmimas (-9%),,,False,False,A9,"-9,00 %",Percentage of Price,PVM atėmimas (-9%),l10n_lt.1_account_248,27,False,-9,l10n_lt.1_account_248,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm86p,False,True,PVM Atėmimas (-9%),,,False,True,A9,"-9,00 %",Percentage of Price,PVM atėmimas (-9%) su PVM,l10n_lt.1_account_248,27,False,-9,l10n_lt.1_account_248,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm87,False,True,PVM atėmimas (-5%),,,False,False,A5,"-5,00 %",Percentage of Price,PVM atėmimas (-5%),l10n_lt.1_account_248,28,False,-5,l10n_lt.1_account_248,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm87p,False,True,PVM atėmimas (-5%),,,False,True,A5,"-5,00 %",Percentage of Price,PVM atėmimas (-5%) su PVM,l10n_lt.1_account_248,28,False,-5,l10n_lt.1_account_248,Pardavimai,False,base.main_company,
l10n_lt.1_account_tax_pvm9,False,True,,,,False,False,PVM19,0%,Percentage of Price,Trikampė Prekyba - Pardavimas,,8,True,0,,Pardavimai,False,base.main_company,l10n_lt.tax22
l10n_lt.1_account_tax_pvm9p,False,True,,,,False,True,PVM19,0%,Percentage of Price,Trikampė Prekyba - Pardavimas su PVM,,8,True,0,,Pardavimai,False,base.main_company,l10n_lt.tax22
l10n_lt.1_account_tax_pvm35pi,False,True,Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų standartinis PVM tarifas (PVMĮ 19 str. 1 ir 2 dalis),,,False,True,PVM1,21%,Percentage of Price,Pirkimas Šalies Teritorijoje su PVM (21%) - Atskaitoma,l10n_lt.1_account_246,1,False,21,l10n_lt.1_account_246,Pirkimai,False,base.main_company,"l10n_lt.tax35,l10n_lt.tax25"
l10n_lt.1_account_tax_pvm49pi,False,True,Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų standartinis PVM tarifas (PVMĮ 19 str. 1 ir 2 dalis),,,True,True,PVM1,21%,Percentage of Price,Pirkimas Šalies Teritorijoje su PVM (21%) - Neatskaitoma,l10n_lt.1_account_484,42,False,21,l10n_lt.1_account_484,Pirkimai,False,base.main_company,l10n_lt.tax25
l10n_lt.1_account_tax_pvm47pi,False,True,"Kiti PVM apmokestinami sandoriai (0 proc. PVM tarifas) (PVMĮ 42, 43, 44, 45, 46, 47, 48, 49 str. 2 ir 3 dalys, 51, 52, 53 str. 1, 5, 6, 10 d.)",,,False,False,PVM14,0%,Percentage of Price,Kiti PVM apmokestinami sandoriai (0%),,19,True,0,,Pirkimai,False,base.main_company,
l10n_lt.1_account_tax_pvm88,False,True,"Atvejai, kai pirkėjas išskaito ir sumoka PVM už jam tiekiamas prekes ar teikiamas paslaugas (PVMĮ 96 str.)",,,True,False,PVM25,21% (PVMĮ 96 str.),Percentage of Price,96 str. (21%) - Neatskaitoma,l10n_lt.1_account_484,25,True,21,l10n_lt.1_account_248,Pirkimai,False,base.main_company,"l10n_lt.tax25,l10n_lt.tax33"
l10n_lt.1_account_tax_pvm2pi,False,True,Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 9 proc. PVM tarifas (PVMĮ 19 str. 3 dalis),,,False,True,PVM2,9%,Percentage of Price,Pirkimas Šalies Teritorijoje su PVM (9%) - Atskaitoma,l10n_lt.1_account_246,70,False,9,l10n_lt.1_account_246,Pirkimai,False,base.main_company,"l10n_lt.tax35,l10n_lt.tax25"
l10n_lt.1_account_tax_pvm3pi,False,True,"Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 5 proc. PVM tarifas (PVMĮ 19 str. 4, 5 dalis)",,,False,True,PVM3,5%,Percentage of Price,Pirkimas Šalies Teritorijoje su PVM (5%) - Atskaitoma,l10n_lt.1_account_246,71,False,5,l10n_lt.1_account_246,Pirkimai,False,base.main_company,"l10n_lt.tax35,l10n_lt.tax25"
l10n_lt.1_account_tax_pvm49_pelno,False,True,Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų standartinis PVM tarifas (PVMĮ 19 str. 1 ir 2 dalis),,,True,False,PVM1,21%,Percentage of Price,Pirkimas Šalies Teritorijoje (21%) - Neatskaitoma pelno,l10n_lt.1_account_485,42,False,21,l10n_lt.1_account_485,Pirkimai,False,base.main_company,l10n_lt.tax25
l10n_lt.1_account_tax_pvm52_pelno,False,True,Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 9 proc. PVM tarifas (PVMĮ 19 str. 3 dalis),,,True,False,PVM2,9%,Percentage of Price,Pirkimas Šalies Teritorijoje (9%) - Neatskaitoma pelno,l10n_lt.1_account_485,9,True,9,l10n_lt.1_account_485,Pirkimai,False,base.main_company,l10n_lt.tax25
l10n_lt.1_account_tax_pvm54_pelno,False,True,"Šalies teritorijoje patiektų prekių ir / ar suteiktų paslaugų lengvatinis 5 proc. PVM tarifas (PVMĮ 19 str. 4, 5 dalis)",,,True,False,PVM3,5%,Percentage of Price,Pirkimas Šalies Teritorijoje (5%) - Neatskaitoma pelno,l10n_lt.1_account_485,43,True,5,l10n_lt.1_account_485,Pirkimai,False,base.main_company,l10n_lt.tax25
l10n_lt.1_account_tax_pvm32_0,False,True,"Atvejai, kai sandoriams taikoma speciali apmokestinimo schema (marža) (PVMĮ II, III skirsniai)",,,False,False,PVM32,0%,Percentage of Price,Marža (0%) - Apgyvendinimo paslaugos,,44,False,0,,Pardavimai,False,base.main_company,"l10n_lt.tax16,l10n_lt.tax35"
l10n_lt.1_account_tax_pvm33_0,False,True,"Atvejai, kai sandoriams taikoma speciali apmokestinimo schema (marža) (PVMĮ II, III skirsniai)",,,False,False,PVM33,0%,Percentage of Price,Marža (0%) - Turizmo paslaugos už ES.,,44,False,0,,Pardavimai,False,base.main_company,l10n_lt.tax16
l10n_lt.1_account_tax_pvm16_n,False,True,,l10n_lt.1_account_tax_pvm60,,True,False,PVM16,21%,Percentage of Price,Prekių Pirkimas ES (21%) - Neatskaitoma,l10n_lt.1_account_484,46,True,21,l10n_lt.1_account_484,Pirkimai,False,base.main_company,"l10n_lt.tax21,l10n_lt.tax25,l10n_lt.tax34"
l10n_lt.1_account_tax_pvm32_0_p,False,True,"Atvejai, kai sandoriams taikoma speciali apmokestinimo schema (marža) (PVMĮ II, III skirsniai)",,,False,False,PVM32,0%,Percentage of Price,Marža (0%) - Apgyvendinimo paslaugos,,44,False,0,,Pirkimai,False,base.main_company,"l10n_lt.tax16,l10n_lt.tax35"
l10n_lt.1_account_tax_pvm33_0_p,False,True,"Atvejai, kai sandoriams taikoma speciali apmokestinimo schema (marža) (PVMĮ II, III skirsniai)",,,False,False,PVM33,0%,Percentage of Price,Marža (0%) - Turizmo paslaugos už ES.,,44,False,0,,Pirkimai,False,base.main_company,l10n_lt.tax16
